book_id,descr,descr_vecs
11,"The unforgettable, heartbreaking story of the unlikely friendship between a wealthy boy and the son of his father's servant, The Kite Runner is a beautifully crafted novel set in a country that is in the process of being destroyed. It is about the power of reading, the price of betrayal, and the possibility of redemption, and it is also about the power of fathers over sons—their love, their sacrifices, their lies. The first Afghan novel to be written in English, The Kite Runner tells a sweeping story of family, love, and friendship against a backdrop of history that has not been told in fiction before, bringing to mind the large canvases of the Russian writers of the nineteenth century. But just as it is old-fashioned in its narration, it is contemporary in its subject-the devastating history of Afghanistan over the last thirty years. As emotionally gripping as it is tender, The Kite Runner is an unusual and powerful debut.","[ 0.21113224 -0.07053159 -0.10098985  0.13959643  0.02424181  0.18804102
  0.22388048 -0.00954252  0.18660812  0.19034348  0.04331189 -0.17369477
 -0.334771    0.0425512  -0.18145333 -0.21782468  0.16166876  0.32437727
 -0.08735312  0.14705043 -0.26859805  0.13134886  0.12125423 -0.26047045
  0.07063822 -0.05782358  0.3729492  -0.09582994  0.33478966  0.12512434
 -0.05550246 -0.09637963  0.4412372  -0.33001342  0.00159222 -0.18993834
  0.17397943  0.03725825 -0.09265279  0.02952587 -0.27067986  0.22483025
 -0.2198226   0.02476707  0.14071807  0.15116405 -0.18726017  0.14509878
  0.21789292 -0.02700545 -0.5241764   0.12097945  0.01923134  0.07497751
 -0.17228144  0.11993846 -0.20375444  0.04624225  0.07123175 -0.1762675
  0.03989236 -0.47918352 -0.04542435 -0.17932071  0.04710443 -0.10458684
  0.23094152 -0.26823393  0.18385336  0.0095908  -0.05013136  0.2815799
  0.08311767 -0.02044598 -0.3673669  -0.33470133 -0.28476328 -0.15783261
  0.0362926  -0.17424956 -0.10565876 -0.00796335 -0.21540082 -0.13485134
 -0.19330952  0.1990693   0.14636067  0.30095476 -0.24677911  0.25546765
 -0.10714979 -0.00943918  0.36641034  0.2741389  -0.29770792  0.06316867]"
12,None,"[-2.0151265  -0.5475724  -0.34907195  0.06797177 -0.6386244  -0.07909918
  0.5382699   0.2399975  -1.0482233  -0.99053377  1.2759348   0.1396097
  0.5813868   1.508919   -0.25044075  0.94502676 -0.8532129  -1.7825289
  0.30327588  0.13694471 -0.08080913  1.6327952   0.2949224  -1.5976578
  0.3720469   0.78044456  0.08054352  0.8171373  -0.4894435   0.6375451
 -0.5110781  -0.09524089  1.5602906  -0.55652034 -0.35836172 -1.2476404
  0.506914   -0.69409955  0.38579398  1.6935374  -1.0081066   0.39384592
  0.49307752  0.0072014  -0.22553656 -1.620474   -1.0460374   1.2747433
  0.02331781 -0.256688    0.63050723  1.1033481   0.87546855 -1.3073437
  0.27957934 -1.4245371   1.1520602  -0.380946   -0.14104547  0.16022706
 -0.49056572  0.29169887 -0.66013175  0.09255859  1.5342916   0.5682583
 -0.06567673 -0.4766092   1.1643381   0.03793895 -0.49418998 -0.4988321
  1.8710673  -0.79205114 -0.02732884 -0.8423415  -0.03406318 -0.08453797
  0.60199976 -0.8070576  -0.9596926  -0.6179585  -1.0062473  -1.2268089
  1.3424575   1.033446    0.9300915   0.63386846  0.47207513 -0.13889848
 -1.873177   -0.19239074  2.8596385   0.31981122  0.30252454  1.5506909 ]"
13,"""With detailed notes from the world's leading center for Shakespeare studies""--Cover.","[ 0.09962226 -0.19769207  0.13168304  0.1743175   0.02371417  0.16472602
  0.09859008  0.23944011  0.3174905  -0.11722837  0.4272604  -0.15374735
 -0.3883268  -0.3102123  -0.23217833 -0.14296365 -0.39391485  0.34960914
  0.15365787 -0.12735005 -0.34743577 -0.08923715 -0.15708645  0.03126932
  0.62846047  0.13590688  0.71225417 -0.07993139  0.2732312   0.4627095
  0.18168208 -0.14687756  0.4458216   0.07881106 -0.02255398  0.06954903
  0.35076252  0.15929182 -0.08663903 -0.2670063  -0.49576202 -0.21834102
  0.23138775 -0.23953632  0.19553852  0.03954247 -0.2803258   0.20641701
  0.16675508  0.11648753 -0.4529423   0.7904059  -0.07251175 -0.3206597
 -0.6604391  -0.01371346 -0.09079947  0.03384835  0.29362538 -0.04211342
 -0.1386271  -0.68850887  0.05061666 -0.11568706  0.04568882  0.09605481
  0.17010917 -0.11507659 -0.08634306 -0.01760573  0.28551838  0.18615703
 -0.16779865 -0.32505387  0.03217771 -0.29954505 -0.70845544 -0.22091042
 -0.06392925 -0.45073518 -0.19229476  0.0926916  -0.157082   -0.34048533
 -0.21210358  0.23082843  0.20209226  0.03037137 -0.3788318   0.36614868
 -0.11113664  0.15433683  0.627091    0.2574483  -0.01372169  0.29295453]"
14,A satire on totalitarianism in which farm animals overthrow their human owner and set up their own government.,"[-0.15374877 -0.2904615  -0.1955399  -0.16091244  0.04059074 -0.01573822
  0.42908868  0.17092837  0.01926836 -0.2374054   0.08725367 -0.14566396
 -0.11427606 -0.03901536  0.01755859 -0.08139317 -0.3186228   0.43751922
  0.04347214  0.08742373  0.35133925  0.46129403  0.21407047 -0.44873378
  0.5028864   0.08003418  0.2531875   0.16229427 -0.09269439  0.010817
  0.00534639 -0.26929983  0.28248435 -0.5522863   0.0957756  -0.25700083
  0.11290965  0.01218869  0.10064561 -0.21466263 -0.05386363  0.501935
  0.20471343  0.23306017  0.10579665  0.12593861 -0.158068    0.4187094
  0.15748253 -0.47739345 -0.02210451  0.04657042  0.34067795 -0.3063334
 -0.01286896  0.07735564 -0.38218513  0.24492718 -0.17171493 -0.20906578
 -0.02075713  0.04309057  0.09265389 -0.24197707  0.42553842 -0.02254003
  0.34951743  0.02407908  0.10785194  0.01431957  0.03483553 -0.04745047
 -0.12417784 -0.23425326 -0.32474703 -0.43957314 -0.73575044  0.05737362
  0.04811874 -0.704445   -0.4078521   0.1136774  -0.4703594   0.31403446
  0.22716647  0.31073856  0.15153578  0.24874145 -0.52879614  0.10198259
 -0.31206855  0.06352393  0.47408324  0.59707016 -0.3173147   0.27850127]"
15,Introduction by Eleanor Roosevelt.,"[-0.0572525  -0.7088495  -0.23680238 -0.10754566  0.04440748  0.20771317
  0.38484988  0.45059615 -0.1230808  -0.08410716  0.811169   -0.2844812
 -0.6288332   0.20033507 -0.34644458 -0.0592494  -0.41546163  0.11076985
  0.11427703  0.05930822 -0.63270533 -0.11201577 -0.10841336  0.00248905
  0.4883744   0.6253588   0.73387545  0.25001666  0.0035901   0.75417286
 -0.3696698  -0.577814    0.02511068  0.8784221  -0.64456826  0.08555593
  0.20060556  0.18029435 -0.52477    -0.1089354  -0.15459676  0.00788375
 -0.13819301 -0.05833028 -0.42495146  0.6362376  -0.3957842  -0.12931356
  0.58266973 -0.22742912 -0.02407179  0.4274288   0.31989345 -0.33190757
 -0.3194217  -0.5927114   0.065636   -0.5361934   1.2441316  -0.06344291
 -0.10833935 -1.1231561   0.10003774  0.07042507 -0.11687563  0.01220506
  0.26484758  0.40184537 -0.04755801 -0.15362032  0.5127417   0.1466014
  0.20404355 -0.45763892  0.62752247  0.09505217 -0.60178924  0.02711461
 -0.38681623 -0.18933675 -0.47400838 -0.07274215 -0.5052282  -0.41637483
  0.3453303   0.11646006 -0.02890316  0.32520288 -1.304282    0.97556365
 -0.6469101   0.25194818  1.6155405  -0.05786176 -0.10337137  0.5659224 ]"
16,"Forty years after the disappearance of Harriet Vanger from the secluded island owned and inhabited by the powerful Vanger family, her octogenarian uncle hires journalist Mikael Blomqvist and Lisbeth Salander, an unconventional young hacker, to investigate","[ 0.14602192 -0.40697545 -0.24420182  0.1739788   0.11558028  0.3342073
  0.02426333  0.28205523 -0.10814663  0.32095757 -0.04107612  0.22678185
 -0.6047327  -0.24269843 -0.25073218 -0.19124861  0.05523128  0.37814245
 -0.30448595 -0.09788224 -0.41143966  0.2633615   0.01255513 -0.01872181
  0.27710813 -0.18693225  0.52831364  0.25829664  0.23470733  0.16541511
 -0.15768276 -0.2828518   0.18312652  0.21395466 -0.09974504 -0.18616639
  0.3325046   0.2375413  -0.29546535 -0.14417693 -0.4488814   0.06815418
 -0.3051439   0.16848974 -0.08548917  0.28338364 -0.17057319  0.06097487
  0.09534921  0.37797353 -0.5212134   0.33894837  0.05549642 -0.13235304
 -0.4708867   0.25914672  0.18302035  0.18472868  0.31503233 -0.18962762
 -0.27368617 -0.5782903  -0.0958491  -0.49093392 -0.15385514 -0.21544804
  0.05833803  0.17489058  0.11070333  0.0954212   0.28155798  0.37735286
  0.22588962 -0.09639353 -0.19731738 -0.56518674 -0.5520313  -0.36253756
  0.02971185 -0.14309937 -0.15680726  0.05121224 -0.2003084   0.01109466
 -0.39164683  0.01678577  0.20126899  0.18014324 -0.3612282   0.4267939
  0.06345858  0.05434079  0.7283973   0.25952676 -0.14586106  0.22621457]"
17,None,"[-2.0151265  -0.5475724  -0.34907195  0.06797177 -0.6386244  -0.07909918
  0.5382699   0.2399975  -1.0482233  -0.99053377  1.2759348   0.1396097
  0.5813868   1.508919   -0.25044075  0.94502676 -0.8532129  -1.7825289
  0.30327588  0.13694471 -0.08080913  1.6327952   0.2949224  -1.5976578
  0.3720469   0.78044456  0.08054352  0.8171373  -0.4894435   0.6375451
 -0.5110781  -0.09524089  1.5602906  -0.55652034 -0.35836172 -1.2476404
  0.506914   -0.69409955  0.38579398  1.6935374  -1.0081066   0.39384592
  0.49307752  0.0072014  -0.22553656 -1.620474   -1.0460374   1.2747433
  0.02331781 -0.256688    0.63050723  1.1033481   0.87546855 -1.3073437
  0.27957934 -1.4245371   1.1520602  -0.380946   -0.14104547  0.16022706
 -0.49056572  0.29169887 -0.66013175  0.09255859  1.5342916   0.5682583
 -0.06567673 -0.4766092   1.1643381   0.03793895 -0.49418998 -0.4988321
  1.8710673  -0.79205114 -0.02732884 -0.8423415  -0.03406318 -0.08453797
  0.60199976 -0.8070576  -0.9596926  -0.6179585  -1.0062473  -1.2268089
  1.3424575   1.033446    0.9300915   0.63386846  0.47207513 -0.13889848
 -1.873177   -0.19239074  2.8596385   0.31981122  0.30252454  1.5506909 ]"
18,"During his third year at Hogwarts School for Witchcraft and Wizardry, Harry Potter must confront the devious and dangerous wizard responsible for his parents' deaths.","[ 6.59553632e-02 -2.56929100e-01 -2.12617561e-01  2.08238631e-01
  1.99241772e-01  2.84461170e-01  3.42988998e-01  3.82502794e-01
 -2.62769163e-02 -1.76799088e-03 -7.84291849e-02 -8.71786699e-02
 -4.27166313e-01 -3.10447365e-01  2.64612343e-02 -9.63465348e-02
  1.46893263e-01  3.67657363e-01 -2.55647987e-01 -3.27274352e-01
 -3.98255378e-01  5.91395795e-02 -2.44552463e-01  2.48728134e-02
  3.11453521e-01 -1.52474552e-01  4.72919285e-01  3.67326409e-01
  8.60103220e-02  1.47276834e-01  9.23665687e-02 -1.42849997e-01
  3.30408067e-01  9.79605969e-03 -6.51263371e-02 -2.37128973e-01
  2.65819222e-01  1.56486169e-01 -2.69134849e-01 -7.53974766e-02
 -5.14864504e-01  1.98825728e-02  7.60735129e-04  1.72918439e-01
  3.66030224e-02  1.37773588e-01 -1.78863555e-01  1.35926098e-01
 -1.42528070e-02  5.69894500e-02 -2.21846029e-01  1.88023239e-01
 -7.52126127e-02 -3.77968550e-01 -5.45907795e-01  1.00637659e-01
 -3.34665030e-01 -3.82004194e-02  3.49978298e-01  6.98625222e-02
  6.87685376e-03 -5.94732106e-01  1.62724614e-01  4.78439331e-02
 -1.23172820e-01 -4.96854186e-02  2.35938922e-01  9.87211540e-02
 -3.27849127e-02  4.35357749e-01 -3.01293824e-02  1.82427064e-01
  9.53664705e-02 -2.90536553e-01 -3.43033761e-01 -2.69746214e-01
 -6.36765659e-01 -4.27342393e-02  2.62598731e-02 -1.45236865e-01
  1.46029606e-01  1.32284924e-01 -2.62739003e-01 -1.04828075e-01
 -3.99561256e-01  1.06184380e-02 -5.02427332e-02  4.05685693e-01
 -3.52471739e-01  4.41714227e-01 -5.84555790e-02  1.69230893e-01
  8.16797793e-01  2.94756174e-01 -3.21722659e-03  2.99316108e-01]"
19,"An epic depicting the Great War of the Ring, a struggle between good and evil in Middle-Earth, in which the tiny Hobbits play a key role.","[ 0.1179307  -0.40763268  0.09776835  0.14124697  0.04444325  0.4378435
 -0.17304946  0.04396114  0.08731363  0.07709803  0.01086323  0.05918717
 -0.37287936  0.10061667 -0.14291474 -0.5722942   0.0432333   0.20111042
 -0.12949608  0.09584127 -0.03162052  0.24901488  0.00214353 -0.30283386
  0.31433752 -0.03608743  0.9156682  -0.14178197  0.44820958  0.27410826
 -0.14314537 -0.4811742   0.3387037  -0.22168745 -0.03439019 -0.25416258
  0.54442245  0.24126865  0.05849571 -0.02482753 -0.2768183   0.0722432
 -0.10720453  0.07296202 -0.00976348  0.23912829 -0.05592581 -0.02461156
  0.02225261  0.06543308 -0.3525933   0.09402031  0.15375873  0.24320939
 -0.24813743  0.15591656 -0.40140465  0.36050686 -0.03942912 -0.07715923
 -0.06769837 -0.3840639  -0.12225219 -0.11363884  0.00792116 -0.19257638
  0.39475945 -0.02071907  0.02605922  0.11641793 -0.02086462  0.33142465
  0.3160062  -0.0894481  -0.38158214 -0.44488984 -0.5282129  -0.16817018
  0.09967942 -0.4681154  -0.10297988  0.03319902 -0.39000937 -0.19207154
  0.00754481  0.17827578  0.22749469  0.09462994 -0.43808827  0.288765
 -0.06373249 -0.03918723  0.47269922  0.18645573 -0.34502038  0.2288161 ]"
20,"Against all odds, Katniss Everdeen has survived the Hunger Games twice. But now that she's made it out of the bloody arena alive, she's still not safe. The Capitol is angry. The Capitol wants revenge. Who do they think should pay for the unrest? Katniss. And what's worse, President Snow has made it clear that no one else is safe either. Not Katniss's family, not her friends, not the people of District 12. Powerful and haunting, this thrilling final installment of Suzanne Collins's groundbreaking The Hunger Games trilogy promises to be one of the most talked about books of the year.","[ 1.23656899e-01 -1.61747888e-01 -1.50637686e-01  1.99352860e-01
 -6.41378462e-02  2.48408303e-01  2.21336544e-01  9.88873839e-02
  2.29203627e-01  1.23887822e-01  2.39882797e-01  1.26478657e-01
 -2.62305588e-01  3.29722054e-02 -2.62051463e-01 -2.94046164e-01
 -8.42949450e-02  7.12488815e-02 -1.68374315e-01  5.59236780e-02
 -2.78979391e-01  9.74376425e-02 -2.58370508e-02 -2.16498062e-01
 -3.90895270e-02  1.93705596e-02  2.70266414e-01  3.38854104e-01
  2.41161421e-01  2.72933125e-01  2.94402987e-03  4.02899273e-02
  4.39956069e-01 -2.21255645e-01  4.83261980e-02  1.11137025e-01
 -7.18055293e-02 -4.07226048e-02  1.03236723e-03  8.63483027e-02
 -2.90755153e-01 -2.70921495e-02  5.68482950e-02 -3.09444498e-02
  1.04705594e-01  2.19577514e-02 -4.09860201e-02  2.94488668e-01
  2.12509394e-01 -1.41435102e-01 -2.99954921e-01 -6.45966502e-03
 -1.91621557e-01 -1.02522736e-02 -9.54348817e-02  3.76451120e-04
  4.99887429e-02 -6.47143135e-03  1.64897308e-01 -2.03506369e-03
  2.41258979e-01 -3.67751926e-01 -1.29678816e-01  2.88854986e-02
  6.30302951e-02  4.09436524e-02  1.13780394e-01 -3.26777011e-01
  4.55707386e-02  1.17395028e-01 -8.66859704e-02  1.59587532e-01
  2.47697793e-02 -1.48355395e-01 -4.17412743e-02 -3.23089987e-01
 -1.95140466e-01 -1.65026292e-01 -1.69649452e-01 -7.30449632e-02
 -5.77211380e-02 -1.37292221e-01 -2.62606919e-01 -2.32586980e-01
  6.65991530e-02  1.69049248e-01  5.50717525e-02  4.06736024e-02
 -2.55600959e-01  4.77665782e-01  3.52024548e-02 -8.37690681e-02
  5.35515189e-01  2.14727834e-01 -2.02817321e-01  5.82118481e-02]"
21,"Collects the complete series that relates the adventures of young Harry Potter, who attends Hogwarts School of Witchcraft and Wizardry, where he and others of his kind learn their craft.","[ 0.1055228  -0.19317049 -0.30134958  0.16942075  0.32626778  0.27046475
  0.35198402  0.1362952   0.17072034 -0.06641627 -0.05190664  0.16453068
 -0.32575738 -0.14146608 -0.24981388 -0.5132964  -0.08694638  0.5326948
 -0.1745878   0.0567282  -0.21450697  0.08767778 -0.19403258 -0.16827346
  0.48019704 -0.13757885  0.46881786  0.34169364  0.1516968  -0.14913568
 -0.07834315 -0.25393265  0.2251933  -0.02685475 -0.17358658 -0.37626392
  0.3651882   0.41620016 -0.17543584 -0.24595608 -0.03612187 -0.10185117
 -0.28710437  0.14094266 -0.25750715  0.24529359  0.29257062  0.23001757
 -0.03526392 -0.1158644  -0.12076848 -0.2684695   0.08728601  0.37116864
 -0.45619825  0.07173632 -0.08492067  0.18685909  0.24069381  0.120841
  0.3505255  -0.5664448   0.0332089  -0.17813474  0.12105803 -0.15090598
  0.23297073 -0.00773524  0.3939956   0.15200707 -0.07712039  0.18876633
  0.40085825 -0.06835198 -0.4386488  -0.24647069 -0.66595566  0.03359498
 -0.2875396  -0.1897016  -0.2910761   0.27538073 -0.28958496 -0.27385533
 -0.02572548  0.1934404  -0.3531672   0.38424546 -0.41036126  0.2631042
 -0.02176907  0.08458989  0.7394227   0.14844325 -0.18237887  0.3250294 ]"
22,"The spirit of fourteen-year-old Susie Salmon describes her murder, her surprise at her new home in heaven, and her witness to her family's grief, efforts to find the killer, and attempts to come to terms with what has happened. Reprint.","[-0.1304128  -0.12916934  0.05875586  0.16870286  0.07631731  0.1759909
  0.45401824  0.05855247  0.11845215  0.13306348  0.05965214 -0.17731671
 -0.18782476 -0.2471268  -0.11952709 -0.01065654 -0.07517628  0.2660727
  0.17252402 -0.04704299 -0.26066938  0.06699712  0.22243002 -0.2977579
  0.16819997  0.02150833  0.38160408  0.10661654  0.08072798 -0.13800165
 -0.02132035 -0.08681338  0.60395014  0.04730451  0.05813253 -0.17797197
  0.1446873  -0.10072782 -0.20727578  0.00975613 -0.36421466  0.31213823
 -0.05763027  0.05968736  0.08594979 -0.05009997 -0.19104922  0.21966362
  0.35885215 -0.13572636 -0.28457895  0.06416889  0.09429164 -0.0728064
 -0.09887133 -0.21927044 -0.2453526  -0.10129679 -0.00422096 -0.18382835
  0.18026286 -0.25415793  0.04692722 -0.07105909  0.2567377  -0.03299094
  0.12053776 -0.12402611  0.14195505  0.272697   -0.03167259  0.19216733
  0.10302217  0.0612183  -0.21434075 -0.21095923 -0.49461794 -0.19796924
 -0.07071308 -0.20719706 -0.0951072   0.02441315 -0.4254696  -0.03620104
 -0.08394121  0.13636458 -0.02568804  0.2009747  -0.30945826  0.32532424
 -0.09064239  0.07010403  0.3714634   0.27130336 -0.16674198  0.13164343]"
23,None,"[-2.0151265  -0.5475724  -0.34907195  0.06797177 -0.6386244  -0.07909918
  0.5382699   0.2399975  -1.0482233  -0.99053377  1.2759348   0.1396097
  0.5813868   1.508919   -0.25044075  0.94502676 -0.8532129  -1.7825289
  0.30327588  0.13694471 -0.08080913  1.6327952   0.2949224  -1.5976578
  0.3720469   0.78044456  0.08054352  0.8171373  -0.4894435   0.6375451
 -0.5110781  -0.09524089  1.5602906  -0.55652034 -0.35836172 -1.2476404
  0.506914   -0.69409955  0.38579398  1.6935374  -1.0081066   0.39384592
  0.49307752  0.0072014  -0.22553656 -1.620474   -1.0460374   1.2747433
  0.02331781 -0.256688    0.63050723  1.1033481   0.87546855 -1.3073437
  0.27957934 -1.4245371   1.1520602  -0.380946   -0.14104547  0.16022706
 -0.49056572  0.29169887 -0.66013175  0.09255859  1.5342916   0.5682583
 -0.06567673 -0.4766092   1.1643381   0.03793895 -0.49418998 -0.4988321
  1.8710673  -0.79205114 -0.02732884 -0.8423415  -0.03406318 -0.08453797
  0.60199976 -0.8070576  -0.9596926  -0.6179585  -1.0062473  -1.2268089
  1.3424575   1.033446    0.9300915   0.63386846  0.47207513 -0.13889848
 -1.873177   -0.19239074  2.8596385   0.31981122  0.30252454  1.5506909 ]"
24,None,"[-2.0151265  -0.5475724  -0.34907195  0.06797177 -0.6386244  -0.07909918
  0.5382699   0.2399975  -1.0482233  -0.99053377  1.2759348   0.1396097
  0.5813868   1.508919   -0.25044075  0.94502676 -0.8532129  -1.7825289
  0.30327588  0.13694471 -0.08080913  1.6327952   0.2949224  -1.5976578
  0.3720469   0.78044456  0.08054352  0.8171373  -0.4894435   0.6375451
 -0.5110781  -0.09524089  1.5602906  -0.55652034 -0.35836172 -1.2476404
  0.506914   -0.69409955  0.38579398  1.6935374  -1.0081066   0.39384592
  0.49307752  0.0072014  -0.22553656 -1.620474   -1.0460374   1.2747433
  0.02331781 -0.256688    0.63050723  1.1033481   0.87546855 -1.3073437
  0.27957934 -1.4245371   1.1520602  -0.380946   -0.14104547  0.16022706
 -0.49056572  0.29169887 -0.66013175  0.09255859  1.5342916   0.5682583
 -0.06567673 -0.4766092   1.1643381   0.03793895 -0.49418998 -0.4988321
  1.8710673  -0.79205114 -0.02732884 -0.8423415  -0.03406318 -0.08453797
  0.60199976 -0.8070576  -0.9596926  -0.6179585  -1.0062473  -1.2268089
  1.3424575   1.033446    0.9300915   0.63386846  0.47207513 -0.13889848
 -1.873177   -0.19239074  2.8596385   0.31981122  0.30252454  1.5506909 ]"
25,"""The final adventure in J.K. Rowling's phenomenal, best-selling Harry Potter book series""--Provided by publisher.","[-4.96533525e-04 -2.02100471e-01  1.27041131e-01  4.25405093e-02
  1.04875311e-01  6.21326983e-01  1.19712427e-01  3.52340609e-01
  1.01334691e-01 -1.67451888e-01  4.16771263e-01  2.27922633e-01
 -5.97807765e-01 -2.21074611e-01 -1.11478627e-01 -5.10112531e-02
  3.04834601e-02  3.37073728e-02 -8.56647938e-02  2.22740650e-01
 -2.80557990e-01  1.85879737e-01  4.11175579e-01 -4.64073047e-02
 -2.34115720e-02  2.80959189e-01  6.73841953e-01  2.21656561e-01
  3.74691725e-01  9.95575339e-02  3.90969783e-01 -3.46970618e-01
  3.82402480e-01 -1.44912407e-01 -2.86436498e-01  1.65684558e-02
  3.94620776e-01 -1.18101880e-01  2.30277777e-01 -2.66514480e-01
 -4.91232246e-01  4.83875573e-01  1.76044866e-01  7.53976684e-03
  5.09906299e-02 -2.05649540e-01 -3.99713039e-01 -7.79890120e-02
  1.64676398e-01  1.69549793e-01 -4.74524885e-01  7.47711122e-01
  8.59223083e-02 -3.70884210e-01 -6.44908547e-01  2.46431023e-01
  7.17147291e-02  2.20680475e-01  1.13971904e-01 -1.81937844e-01
 -1.62575692e-01 -2.51556963e-01 -2.49234699e-02 -1.23485327e-01
 -2.49629766e-02 -3.67232293e-01  2.20526960e-02 -3.84194143e-02
 -1.64295230e-02 -4.22403097e-01  2.76254237e-01  1.05206251e-01
  4.33619827e-01 -2.10120365e-01  4.43769284e-02 -4.83484983e-01
 -3.53510290e-01 -5.67581117e-01 -1.42657548e-01 -5.21876633e-01
 -5.35345078e-02  1.90646295e-02 -1.72718331e-01 -4.63711806e-02
 -3.20744604e-01  2.00194597e-01  3.13228935e-01 -1.05455793e-01
 -3.75524104e-01  3.68911356e-01 -1.38607740e-01  7.42617529e-03
  5.89228809e-01  2.31656671e-01 -4.40638781e-01 -3.04352287e-02]"
26,"#1 WORLDWIDE BESTSELLER • While in Paris, Harvard symbologist Robert Langdon is awakened by a phone call in the dead of the night. The elderly curator of the Louvre has been murdered inside the museum, his body covered in baffling symbols. “Blockbuster perfection.... A gleefully erudite suspense novel.” —The New York Times “A pulse-quickening, brain-teasing adventure.” —People As Langdon and gifted French cryptologist Sophie Neveu sort through the bizarre riddles, they are stunned to discover a trail of clues hidden in the works of Leonardo da Vinci—clues visible for all to see and yet ingeniously disguised by the painter. Even more startling, the late curator was involved in the Priory of Sion—a secret society whose members included Sir Isaac Newton, Victor Hugo, and Da Vinci—and he guarded a breathtaking historical secret. Unless Langdon and Neveu can decipher the labyrinthine puzzle—while avoiding the faceless adversary who shadows their every move—the explosive, ancient truth will be lost forever.","[ 1.40459433e-01 -2.84033388e-01 -5.62044531e-02  1.24895953e-01
 -3.30541693e-02  3.47895920e-01  1.35977104e-01  9.10955220e-02
  1.07377470e-01  1.08381331e-01  1.83307622e-02  4.59991656e-02
 -3.79892379e-01 -9.89792272e-02 -2.17615768e-01 -1.10850066e-01
 -1.66513324e-02  1.41349897e-01 -1.02389619e-01 -7.50379488e-02
 -2.89141655e-01  8.08488056e-02  4.10760716e-02 -1.47450924e-01
  7.67657235e-02 -8.18972439e-02  3.70674521e-01  1.46400779e-01
  2.86976665e-01  1.96656466e-01  1.84437539e-02 -1.90730318e-01
  2.62691885e-01 -1.92318007e-01 -1.45467177e-01 -1.57329485e-01
  2.10231289e-01  2.31674849e-03 -8.94165635e-02 -7.17752874e-02
 -3.01140696e-01  1.76663548e-01 -2.19239384e-01  9.32465196e-02
  3.13711204e-02  1.34253316e-03  1.46234839e-03  1.38489515e-01
  2.00873107e-01  1.24847040e-01 -4.06574309e-01  8.63613039e-02
  1.28571868e-01 -8.09449032e-02 -6.62081912e-02  1.60266593e-01
  3.47657353e-02  2.42550094e-02  1.26727685e-01 -1.22005761e-01
 -3.19296457e-02 -4.57235098e-01 -1.37214035e-01 -1.50139764e-01
  7.17631429e-02 -2.49096513e-01  4.08268049e-02 -1.49725884e-01
  1.85964957e-01 -8.43293741e-02  1.67314932e-01  3.09101939e-01
  2.00046584e-01 -1.68463320e-01 -9.60463211e-02 -1.63855761e-01
 -3.03223968e-01 -2.54516900e-01 -4.77588400e-02 -1.60183057e-01
 -3.45697589e-02 -8.62059817e-02 -1.68923110e-01 -1.17181808e-01
 -1.66052788e-01  1.84662148e-01  1.34101376e-01  1.45277470e-01
 -3.61819804e-01  3.11122268e-01 -7.89851110e-05 -1.89688411e-02
  6.65762007e-01  2.30666697e-01 -1.31538495e-01  2.18513176e-01]"
27,None,"[-2.0151265  -0.5475724  -0.34907195  0.06797177 -0.6386244  -0.07909918
  0.5382699   0.2399975  -1.0482233  -0.99053377  1.2759348   0.1396097
  0.5813868   1.508919   -0.25044075  0.94502676 -0.8532129  -1.7825289
  0.30327588  0.13694471 -0.08080913  1.6327952   0.2949224  -1.5976578
  0.3720469   0.78044456  0.08054352  0.8171373  -0.4894435   0.6375451
 -0.5110781  -0.09524089  1.5602906  -0.55652034 -0.35836172 -1.2476404
  0.506914   -0.69409955  0.38579398  1.6935374  -1.0081066   0.39384592
  0.49307752  0.0072014  -0.22553656 -1.620474   -1.0460374   1.2747433
  0.02331781 -0.256688    0.63050723  1.1033481   0.87546855 -1.3073437
  0.27957934 -1.4245371   1.1520602  -0.380946   -0.14104547  0.16022706
 -0.49056572  0.29169887 -0.66013175  0.09255859  1.5342916   0.5682583
 -0.06567673 -0.4766092   1.1643381   0.03793895 -0.49418998 -0.4988321
  1.8710673  -0.79205114 -0.02732884 -0.8423415  -0.03406318 -0.08453797
  0.60199976 -0.8070576  -0.9596926  -0.6179585  -1.0062473  -1.2268089
  1.3424575   1.033446    0.9300915   0.63386846  0.47207513 -0.13889848
 -1.873177   -0.19239074  2.8596385   0.31981122  0.30252454  1.5506909 ]"
